"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","maritalstatus","gender","yearlyincome","totalchildren","englishoccupation","datefirstpurchase"
23297,300,"AW00023297","Tyrone","C","Gomez","S","M","40000.00",4,"Clerical","2022-09-03"
23298,623,"AW00023298","Robert","L","Martinez","S","M","40000.00",0,"Skilled Manual","2022-09-16"
23299,609,"AW00023299","Kristy","E","Jimenez","M","F","90000.00",4,"Skilled Manual","2022-02-26"
23300,642,"AW00023300","Julia","L","Henderson","S","F","100000.00",3,"Management","2022-04-18"
23301,301,"AW00023301","Noah","A","Anderson","M","M","120000.00",2,"Management","2022-12-16"
23302,632,"AW00023302","Fernando","R","Walker","S","M","40000.00",0,"Skilled Manual","2022-08-18"
23303,547,"AW00023303","Connor","C","Lal","M","M","40000.00",0,"Skilled Manual","2022-10-24"
23304,325,"AW00023304","Jordan","M","Simmons","S","M","40000.00",0,"Skilled Manual","2022-09-29"
23305,25,"AW00023305","Robyn","P","Dominguez","M","F","10000.00",5,"Skilled Manual","2022-05-04"
23306,43,"AW00023306","Byron",NULL,"Ortega","S","M","40000.00",0,"Skilled Manual","2020-09-07"
23307,9,"AW00023307","Meredith","A","Ramos","M","F","10000.00",2,"Skilled Manual","2022-05-11"
23308,19,"AW00023308","Madison","R","Perry","M","F","20000.00",4,"Skilled Manual","2022-12-08"
23309,17,"AW00023309","Latoya","M","Chande","M","F","20000.00",4,"Skilled Manual","2022-03-11"
23310,32,"AW00023310","Sydney",NULL,"Wood","M","F","40000.00",2,"Management","2021-07-20"
23311,29,"AW00023311","Veronica","C","Gonzalez","M","F","40000.00",2,"Management","2021-07-05"
23312,25,"AW00023312","Sheena",NULL,"Lal","S","F","20000.00",4,"Skilled Manual","2022-09-06"
23313,10,"AW00023313","Corey","H","Lal","M","M","20000.00",4,"Skilled Manual","2021-07-12"
23314,38,"AW00023314","Alfredo","C","Munoz","M","M","30000.00",2,"Clerical","2021-07-09"
23315,38,"AW00023315","Carmen","R","Chandra","M","F","30000.00",2,"Clerical","2022-10-27"
23316,20,"AW00023316","Billy",NULL,"Blanco","S","M","30000.00",3,"Clerical","2021-07-09"
23317,31,"AW00023317","Beth","K","Martin","M","F","10000.00",2,"Clerical","2022-09-20"
23318,335,"AW00023318","Patrick","A","Morgan","S","M","60000.00",0,"Skilled Manual","2022-08-03"
23319,368,"AW00023319","Luis",NULL,"Green","M","M","70000.00",0,"Skilled Manual","2022-10-12"
23320,18,"AW00023320","Kendra","J","Gomez","M","F","20000.00",2,"Clerical","2021-07-21"
23321,35,"AW00023321","Karl",NULL,"Xu","M","M","20000.00",2,"Clerical","2021-07-30"
23322,31,"AW00023322","Wesley",NULL,"Li","M","M","20000.00",2,"Clerical","2021-07-22"
23323,16,"AW00023323","Alfredo","T","Alonso","M","M","20000.00",2,"Clerical","2021-07-25"
23324,37,"AW00023324","Deborah",NULL,"Deng","M","F","20000.00",2,"Clerical","2021-07-10"
23325,34,"AW00023325","Tiffany","E","Zimmerman","M","F","20000.00",2,"Clerical","2021-07-25"
23326,298,"AW00023326","Tiffany","K","Ye","S","F","40000.00",0,"Clerical","2022-08-18"
23327,314,"AW00023327","Madison",NULL,"Moore","S","F","30000.00",0,"Skilled Manual","2022-10-03"
23328,316,"AW00023328","Julian","L","Butler","M","M","30000.00",0,"Skilled Manual","2022-08-26"
23329,9,"AW00023329","Sharon",NULL,"Raji","M","F","20000.00",2,"Clerical","2022-08-23"
23330,34,"AW00023330","Julian","C","Washington","S","M","40000.00",2,"Skilled Manual","2022-06-15"
23331,32,"AW00023331","Jeremiah",NULL,"Gray","M","M","80000.00",2,"Skilled Manual","2021-07-27"
23332,21,"AW00023332","Martin","l","Garcia","S","M","80000.00",2,"Skilled Manual","2021-06-30"
23333,536,"AW00023333","Steve","I","Sun","M","M","40000.00",0,"Skilled Manual","2022-07-12"
23334,627,"AW00023334","Brandon",NULL,"Wilson","S","M","40000.00",0,"Skilled Manual","2022-07-31"
23335,642,"AW00023335","James",NULL,"Robinson","S","M","40000.00",0,"Skilled Manual","2022-10-19"
23336,310,"AW00023336","Jocelyn","M","Bryant","M","F","40000.00",0,"Skilled Manual","2022-03-12"
23337,385,"AW00023337","Isaiah","J","Green","M","M","60000.00",0,"Skilled Manual","2022-09-28"
23338,329,"AW00023338","Lucas","C","Jenkins","M","M","60000.00",0,"Skilled Manual","2022-08-17"
23339,612,"AW00023339","Zoe",NULL,"Reed","S","F","60000.00",0,"Skilled Manual","2022-08-09"
23340,312,"AW00023340","Mackenzie","I","Collins","M","F","70000.00",0,"Professional","2022-10-01"
23341,611,"AW00023341","Kelvin",NULL,"Chen","S","M","70000.00",0,"Professional","2022-10-08"
23342,307,"AW00023342","Cristina","M","She","S","F","70000.00",0,"Professional","2022-10-08"
23343,35,"AW00023343","Bruce","E","Rubio","S","M","70000.00",2,"Skilled Manual","2021-07-30"
23344,23,"AW00023344","Sharon","A","Xu","S","F","70000.00",2,"Skilled Manual","2021-07-02"
23345,11,"AW00023345","Mario","T","Lal","S","M","100000.00",1,"Management","2022-07-24"
23346,14,"AW00023346","Carly","L","Raji","S","F","100000.00",1,"Management","2022-04-20"
23347,24,"AW00023347","Eddie",NULL,"Carlson","M","M","100000.00",1,"Management","2022-09-06"
23348,8,"AW00023348","Tiffany","A","Chen","S","F","100000.00",1,"Management","2021-07-22"
23349,322,"AW00023349","Lauren","L","Johnson","S","F","80000.00",0,"Management","2022-09-27"
23350,43,"AW00023350","Natalie","M","Thomas","S","F","80000.00",0,"Management","2023-01-03"
23351,60,"AW00023351","Lucas","L","Sanchez","S","M","50000.00",0,"Professional","2020-09-06"
23352,634,"AW00023352","Kevin",NULL,"Mitchell","S","M","60000.00",0,"Professional","2022-08-17"
23353,642,"AW00023353","Sophia","M","Scott","M","F","60000.00",0,"Professional","2022-09-30"
23354,298,"AW00023354","Eddie",NULL,"Gomez","S","M","60000.00",0,"Professional","2022-02-28"
23355,299,"AW00023355","Lance",NULL,"Serrano","S","M","60000.00",0,"Professional","2022-08-07"
23356,302,"AW00023356","Grace","S","Ward","S","F","60000.00",0,"Professional","2022-08-07"
23357,302,"AW00023357","Micah","A","Yang","S","M","60000.00",0,"Professional","2022-04-15"
23358,310,"AW00023358","Alberto",NULL,"Alvarez","M","M","60000.00",0,"Professional","2022-08-16"
23359,315,"AW00023359","Dalton",NULL,"Alexander","S","M","130000.00",0,"Management","2022-10-09"
23360,355,"AW00023360","Marcus","E","Moore","S","M","130000.00",1,"Management","2022-03-06"
23361,301,"AW00023361","Chloe","L","Lopez","S","F","130000.00",1,"Management","2023-01-16"
23362,59,"AW00023362","Nicholas",NULL,"Martin","S","M","70000.00",2,"Skilled Manual","2022-11-07"
23363,70,"AW00023363","David",NULL,"Russell","M","M","70000.00",2,"Skilled Manual","2023-01-06"
23364,343,"AW00023364","Natalie","C","Young","S","F","40000.00",0,"Professional","2022-04-07"
23365,302,"AW00023365","Vanessa",NULL,"Flores","S","F","40000.00",0,"Professional","2022-09-06"
23366,369,"AW00023366","Fernando",NULL,"Campbell","S","M","60000.00",4,"Skilled Manual","2022-04-07"
23367,618,"AW00023367","Haley","A","Ramirez","M","F","60000.00",4,"Skilled Manual","2022-06-16"
23368,70,"AW00023368","Cassidy","L","Flores","M","F","60000.00",5,"Skilled Manual","2022-07-02"
23369,335,"AW00023369","Morgan",NULL,"Washington","S","F","60000.00",4,"Skilled Manual","2022-09-10"
23370,618,"AW00023370","Mya",NULL,"Alexander","S","F","70000.00",4,"Professional","2022-09-29"
23371,614,"AW00023371","Katherine","L","Roberts","S","F","60000.00",3,"Professional","2022-09-05"
23372,626,"AW00023372","Jack","H","Diaz","M","M","60000.00",3,"Professional","2022-08-31"
23373,552,"AW00023373","Gabrielle",NULL,"Murphy","S","F","60000.00",3,"Professional","2022-09-22"
23374,368,"AW00023374","Emma","C","Gray","M","F","70000.00",1,"Professional","2022-10-12"
23375,368,"AW00023375","Christian","D","Zhang","M","M","70000.00",1,"Professional","2022-10-23"
23376,62,"AW00023376","Zachary","H","Flores","M","M","70000.00",1,"Professional","2020-09-23"
23377,623,"AW00023377","Samantha",NULL,"Hayes","M","F","70000.00",1,"Skilled Manual","2022-10-21"
23378,50,"AW00023378","Jackson","D","Phillips","M","M","70000.00",1,"Skilled Manual","2020-09-17"
23379,635,"AW00023379","Riley","R","Richardson","S","F","30000.00",0,"Professional","2022-05-27"
23380,326,"AW00023380","Gabriel","B","Campbell","M","M","40000.00",4,"Skilled Manual","2022-03-26"
23381,607,"AW00023381","Bianca",NULL,"Hu","M","F","40000.00",4,"Skilled Manual","2023-01-28"
23382,385,"AW00023382","Xavier","L","Barnes","M","M","60000.00",1,"Skilled Manual","2022-08-29"
23383,307,"AW00023383","Caleb","M","Allen","M","M","60000.00",1,"Skilled Manual","2022-09-05"
23384,302,"AW00023384","Taylor",NULL,"Wilson","M","F","60000.00",1,"Skilled Manual","2022-09-21"
23385,51,"AW00023385","Isaac","M","Brooks","M","M","60000.00",1,"Skilled Manual","2020-09-03"
23386,335,"AW00023386","Jose",NULL,"Smith","S","M","40000.00",4,"Skilled Manual","2022-09-23"
23387,611,"AW00023387","Xavier","L","Perry","S","M","40000.00",0,"Professional","2022-06-09"
23388,316,"AW00023388","Ana",NULL,"Henderson","S","F","40000.00",0,"Professional","2022-12-06"
23389,539,"AW00023389","Jack",NULL,"Perry","M","M","40000.00",0,"Professional","2022-04-29"
23390,641,"AW00023390","Dakota",NULL,"Flores","S","M","60000.00",0,"Professional","2022-09-05"
23391,299,"AW00023391","Joanna",NULL,"Moreno","S","F","60000.00",0,"Professional","2022-09-21"
23392,300,"AW00023392","Adrienne","M","Dominguez","S","F","60000.00",0,"Professional","2022-08-29"
23393,343,"AW00023393","Jennifer","M","Anderson","S","F","60000.00",0,"Professional","2022-09-05"
23394,368,"AW00023394","Anna","K","Bell","S","F","60000.00",0,"Professional","2022-09-08"
23395,383,"AW00023395","Ryan","A","Martinez","S","M","60000.00",0,"Professional","2022-09-13"
23396,65,"AW00023396","Kaitlyn",NULL,"Long","M","F","60000.00",1,"Skilled Manual","2020-10-28"
23397,56,"AW00023397","Isabelle",NULL,"Bryant","M","F","60000.00",1,"Skilled Manual","2020-10-10"
23398,298,"AW00023398","Karl","J","Chander","M","M","60000.00",1,"Skilled Manual","2022-09-18"
23399,299,"AW00023399","Keith","R","Pal","M","M","60000.00",1,"Skilled Manual","2022-08-29"
23400,348,"AW00023400","Andrew","G","Lee","M","M","60000.00",4,"Professional","2022-12-16"
23401,68,"AW00023401","Evan",NULL,"Brooks","M","M","60000.00",4,"Professional","2022-09-12"
23402,641,"AW00023402","Melissa","F","Cox","M","F","60000.00",4,"Professional","2022-02-25"
23403,611,"AW00023403","Justin",NULL,"Powell","S","M","60000.00",1,"Professional","2022-09-21"
23404,633,"AW00023404","Amanda",NULL,"Peterson","S","F","60000.00",1,"Professional","2022-09-20"
23405,298,"AW00023405","Kari","G","Madan","S","F","70000.00",5,"Professional","2022-03-20"
23406,609,"AW00023406","Frederick",NULL,"Sanchez","M","M","70000.00",5,"Professional","2022-02-16"
23407,359,"AW00023407","Lauren","D","Garcia","S","F","80000.00",5,"Professional","2022-10-19"
23408,18,"AW00023408","Ivan","S","Perez","S","M","90000.00",1,"Management","2021-07-03"
23409,30,"AW00023409","Brad","C","Raji","S","M","90000.00",1,"Management","2021-07-05"
23410,5,"AW00023410","Carrie","W","Alvarez","M","F","100000.00",1,"Management","2021-07-23"
23411,11,"AW00023411","Cesar",NULL,"Prasad","S","M","60000.00",2,"Professional","2021-07-01"
23412,23,"AW00023412","Dalton","M","Coleman","S","M","60000.00",2,"Professional","2021-07-14"
23413,22,"AW00023413","Max",NULL,"Ortega","M","M","60000.00",2,"Professional","2021-07-19"
23414,28,"AW00023414","Damien","L","Lin","S","M","60000.00",2,"Professional","2021-07-03"
23415,4,"AW00023415","Kristi",NULL,"Moreno","S","F","60000.00",2,"Professional","2021-07-01"
23416,36,"AW00023416","Kristin",NULL,"Shan","M","F","60000.00",2,"Professional","2021-07-26"
23417,2,"AW00023417","Emmanuel",NULL,"Sai","S","M","60000.00",2,"Professional","2021-07-20"
23418,15,"AW00023418","Brittney",NULL,"Wu","M","F","60000.00",2,"Professional","2021-07-04"
23419,2,"AW00023419","Shawna",NULL,"Xu","S","F","70000.00",5,"Professional","2022-10-29"
23420,31,"AW00023420","Mario",NULL,"Moyer","S","M","110000.00",1,"Management","2021-07-25"
23421,7,"AW00023421","Willie",NULL,"Yuan","S","M","110000.00",1,"Management","2021-07-03"
23422,11,"AW00023422","Casey","E","Alonso","S","M","120000.00",1,"Management","2021-08-21"
23423,20,"AW00023423","Adam",NULL,"Powell","M","M","70000.00",5,"Professional","2021-08-03"
23424,33,"AW00023424","Adriana",NULL,"Subram","M","F","70000.00",5,"Professional","2022-04-18"
23425,20,"AW00023425","Rachael",NULL,"Lopez","M","F","80000.00",5,"Management","2021-08-23"
23426,12,"AW00023426","Mathew",NULL,"Ferrier","S","M","80000.00",5,"Management","2022-10-13"
23427,18,"AW00023427","Jay","A","Sai","M","M","80000.00",5,"Professional","2022-12-04"
23428,4,"AW00023428","Savannah","J","Bailey","M","F","80000.00",5,"Professional","2022-08-02"
23429,24,"AW00023429","Jenny","C","Kumar","S","F","90000.00",0,"Professional","2021-08-16"
23430,20,"AW00023430","Savannah","E","Turner","S","F","70000.00",5,"Professional","2022-06-30"
23431,20,"AW00023431","Margaret",NULL,"Guo","M","F","70000.00",5,"Professional","2021-07-31"
23432,23,"AW00023432","Jordan",NULL,"Roberts","S","M","70000.00",0,"Professional","2021-08-03"
23433,31,"AW00023433","Pedro","A","Muñoz","S","M","70000.00",0,"Professional","2021-08-14"
23434,31,"AW00023434","Katie","A","Nath","S","F","70000.00",0,"Professional","2021-08-19"
23435,8,"AW00023435","Rosa",NULL,"Chen","S","F","70000.00",0,"Professional","2021-08-20"
23436,9,"AW00023436","Tanya",NULL,"Munoz","S","F","70000.00",0,"Professional","2021-08-11"
23437,34,"AW00023437","Briana",NULL,"Munoz","S","F","70000.00",0,"Professional","2022-10-12"
23438,5,"AW00023438","Toni","L","Vance","S","F","70000.00",0,"Professional","2022-09-17"
23440,211,"AW00023440","Nancy","B","Sai","S","F","10000.00",0,"Manual","2022-07-20"
23441,212,"AW00023441","Rafael","E","Zhang","S","M","20000.00",0,"Manual","2022-06-05"
23442,272,"AW00023442","Todd",NULL,"She","S","M","20000.00",0,"Manual","2022-03-04"
23443,186,"AW00023443","Elijah",NULL,"Jai","S","M","30000.00",0,"Clerical","2022-10-18"
23444,207,"AW00023444","Aidan",NULL,"Washington","S","M","30000.00",0,"Clerical","2022-10-06"
23445,188,"AW00023445","Andy",NULL,"Carlson","S","M","30000.00",0,"Clerical","2022-09-13"
23446,117,"AW00023446","Nina","B","Chander","S","F","30000.00",0,"Clerical","2022-05-08"
23447,119,"AW00023447","Jermaine","C","Weber","S","M","30000.00",0,"Clerical","2023-01-07"
23448,607,"AW00023448","Abigail","L","Peterson","M","F","70000.00",2,"Skilled Manual","2022-11-16"
23449,69,"AW00023449","Steven","L","Peterson","M","M","60000.00",2,"Professional","2022-02-13"
23450,545,"AW00023450","Alex","A","Rogers","S","M","60000.00",2,"Professional","2022-09-05"
23451,638,"AW00023451","Taylor","L","James","M","F","60000.00",2,"Professional","2022-04-24"
23452,359,"AW00023452","Eduardo","M","Watson","M","M","60000.00",2,"Professional","2022-02-04"
23453,299,"AW00023453","Maurice",NULL,"Deng","M","M","70000.00",3,"Professional","2022-10-09"
23454,369,"AW00023454","Ryan","D","Wang","S","M","90000.00",2,"Professional","2022-10-04"
23455,62,"AW00023455","Jonathan","R","Perez","S","M","80000.00",2,"Skilled Manual","2022-12-14"
23456,336,"AW00023456","Aidan",NULL,"Simmons","M","M","80000.00",2,"Skilled Manual","2022-05-23"
23457,300,"AW00023457","Nicole",NULL,"Rivera","S","F","80000.00",2,"Skilled Manual","2022-09-07"
23458,60,"AW00023458","Mackenzie","K","Edwards","S","F","80000.00",2,"Skilled Manual","2022-08-10"
23459,62,"AW00023459","Mason","G","Sanders","M","M","60000.00",2,"Professional","2022-09-20"
23460,607,"AW00023460","Javier","W","Ramos","S","M","90000.00",4,"Professional","2022-10-23"
23461,536,"AW00023461","Rachael","K","Smith","M","F","90000.00",5,"Professional","2023-01-07"
23462,632,"AW00023462","Seth",NULL,"Jones","M","M","100000.00",4,"Management","2022-10-18"
23463,325,"AW00023463","Sean",NULL,"Hill","S","M","120000.00",3,"Management","2022-10-05"
23464,358,"AW00023464","Devin","J","Turner","M","M","130000.00",1,"Management","2022-11-14"
23465,536,"AW00023465","Grace","A","Russell","S","F","80000.00",4,"Professional","2022-03-26"
23466,631,"AW00023466","Alyssa",NULL,"Miller","S","F","90000.00",0,"Professional","2022-01-31"
23467,633,"AW00023467","Nicole",NULL,"Bennett","S","F","90000.00",0,"Professional","2023-01-18"
23468,314,"AW00023468","Sean","K","Roberts","S","M","130000.00",2,"Management","2022-12-24"
23469,326,"AW00023469","Christina","C","Gray","S","F","130000.00",2,"Management","2022-04-17"
23470,331,"AW00023470","Samuel",NULL,"Young","S","M","130000.00",2,"Management","2022-05-21"
23471,372,"AW00023471","Jeremy",NULL,"Baker","M","M","70000.00",3,"Professional","2022-10-18"
23472,348,"AW00023472","Alyssa",NULL,"Rodriguez","M","F","70000.00",3,"Professional","2022-03-08"
23473,552,"AW00023473","Jesse","C","James","M","M","70000.00",3,"Professional","2022-02-28"
23474,546,"AW00023474","Julia",NULL,"Williams","M","F","80000.00",3,"Professional","2022-10-06"
23475,611,"AW00023475","Richard",NULL,"Martin","M","M","50000.00",2,"Management","2022-07-09"
23476,66,"AW00023476","Charles",NULL,"Hall","S","M","80000.00",4,"Professional","2022-07-29"
23477,627,"AW00023477","Marcus",NULL,"Phillips","M","M","90000.00",0,"Professional","2022-11-29"
23478,633,"AW00023478","Hailey",NULL,"Cooper","S","F","90000.00",0,"Professional","2022-10-07"
23479,548,"AW00023479","Fernando",NULL,"Robinson","S","M","90000.00",0,"Professional","2022-10-14"
23480,637,"AW00023480","Sydney","M","Coleman","S","F","90000.00",0,"Professional","2022-11-20"
23481,300,"AW00023481","Dustin",NULL,"Xu","S","M","100000.00",0,"Professional","2022-06-25"
23482,314,"AW00023482","Zoe","F","Gray","M","F","110000.00",5,"Management","2022-11-26"
23483,315,"AW00023483","David",NULL,"Jai","M","M","110000.00",5,"Management","2022-06-23"
23484,336,"AW00023484","Jenna","T","Allen","M","F","120000.00",4,"Professional","2022-11-10"
23485,53,"AW00023485","Isabella",NULL,"Lee","M","F","80000.00",5,"Professional","2022-12-30"
23486,66,"AW00023486","Benjamin","F","Coleman","S","M","80000.00",5,"Professional","2020-10-16"
23487,50,"AW00023487","Gabriel",NULL,"Evans","M","M","70000.00",5,"Professional","2022-11-11"
23488,52,"AW00023488","Luis",NULL,"Nelson","M","M","70000.00",5,"Professional","2022-11-06"
23489,609,"AW00023489","Autumn",NULL,"Huang","M","F","80000.00",5,"Professional","2022-12-25"
23490,642,"AW00023490","Nicholas","S","Wilson","M","M","90000.00",4,"Professional","2022-05-13"
23491,644,"AW00023491","Miguel","C","Taylor","S","M","100000.00",3,"Professional","2022-07-26"
23492,301,"AW00023492","Jamie","R","Blanco","S","M","110000.00",1,"Professional","2022-11-14"
23493,337,"AW00023493","Thomas",NULL,"Taylor","M","M","130000.00",1,"Management","2022-11-22"
23494,54,"AW00023494","Nicole","A","Foster","M","F","70000.00",4,"Professional","2022-12-17"
23495,385,"AW00023495","James",NULL,"Shan","M","M","70000.00",4,"Professional","2022-10-12"
